Entity,Code,Year,Total alcohol consumption per capita,"GDP per capita, PPP",Population,Continent
Afghanistan,AFG,2010.0,0.21,1957.02906990812,29185511.0,
Afghanistan,AFG,2015.0,0.21,2068.26590413364,34413603.0,Asia
Afghanistan,AFG,2018.0,0.21,2033.80438893717,37171922.0,
Africa Eastern and Southern,,2000.0,5.01405101620239,2654.76790045922,,
Africa Eastern and Southern,,2005.0,4.85658757955692,2901.69026290011,,
Africa Eastern and Southern,,2010.0,5.41711484465685,3273.44736967583,,
Africa Eastern and Southern,,2015.0,5.20056532810539,3549.48056329573,,
Africa Eastern and Southern,,2018.0,5.17091073003006,3579.27191657852,,
Africa Western and Central,,2000.0,8.09247351428025,2676.80640762878,,
Africa Western and Central,,2005.0,7.81397214441222,3254.02283869136,,
Africa Western and Central,,2010.0,7.49486405295652,3773.01146069906,,
Africa Western and Central,,2015.0,6.86946773276474,4202.05792297522,,
Africa Western and Central,,2018.0,6.83526606216979,4115.2358007738,,
Albania,ALB,2000.0,6.57,5893.13623256329,3129246.0,
Albania,ALB,2005.0,7.65,8040.87871678112,3086810.0,
Albania,ALB,2010.0,7.69,10749.4874481658,2948029.0,
Albania,ALB,2015.0,6.74,11878.4880933446,2890524.0,Europe
Albania,ALB,2018.0,7.17,13323.7533559132,2882735.0,
Algeria,DZA,2000.0,0.58,8710.45514928455,31042238.0,
Algeria,DZA,2005.0,0.81,10504.8584676293,33149720.0,
Algeria,DZA,2010.0,0.65,10970.7063686682,35977451.0,
Algeria,DZA,2015.0,0.93,11696.9652290603,39728020.0,Africa
Algeria,DZA,2018.0,0.95,11642.1983450506,42228415.0,
Angola,AGO,2000.0,2.76,4727.96631394756,16395476.0,
Angola,AGO,2005.0,4.89,6210.2221878264,19433604.0,
Angola,AGO,2010.0,8.16,7692.43428623311,23356247.0,
Angola,AGO,2015.0,7.96,8036.41089824639,27884380.0,Africa
Angola,AGO,2018.0,6.94,6933.49993413352,30809787.0,
Antigua and Barbuda,ATG,2000.0,5.13,18313.3497055005,76007.0,
Antigua and Barbuda,ATG,2005.0,5.37,19683.5410828179,81462.0,
Antigua and Barbuda,ATG,2010.0,5.6,18205.7385326292,88030.0,
Antigua and Barbuda,ATG,2015.0,5.89,18594.2616238259,93571.0,North America
Antigua and Barbuda,ATG,2018.0,6.38,21030.3950717884,96282.0,
Arab World,,2000.0,0.672858248998622,10994.0890907165,,
Arab World,,2005.0,0.648096046363296,12083.4295343917,,
Arab World,,2010.0,0.64622786021936,13275.3204053535,,
Arab World,,2015.0,0.62749978317945,14411.2623782103,,
Arab World,,2018.0,0.618598081987902,14608.9742464222,,
Argentina,ARG,2000.0,8.75,18625.2835537811,36870796.0,
Argentina,ARG,2005.0,8.66,19426.4401434847,38892924.0,
Argentina,ARG,2010.0,9.09,23521.2701750961,40895751.0,
Argentina,ARG,2015.0,9.55,23933.8866120953,43075416.0,South America
Argentina,ARG,2018.0,9.65,22759.3985583341,44361150.0,
Armenia,ARM,2000.0,4.23,4048.24990407114,3069597.0,
Armenia,ARM,2005.0,5.79,7419.87119017403,2981262.0,
Armenia,ARM,2010.0,5.69,9286.19732701296,2877314.0,
Armenia,ARM,2015.0,5.84,11321.3325403745,2925559.0,Asia
Armenia,ARM,2018.0,5.55,12715.1089539751,2951741.0,
Australia,AUS,2000.0,11.72,38343.002147534,18991434.0,
Australia,AUS,2005.0,12.08,42217.136349705,20178543.0,
Australia,AUS,2010.0,12.39,44991.7837148741,22154687.0,
Australia,AUS,2015.0,10.83,47636.319641906,23932499.0,Oceania
Australia,AUS,2018.0,10.51,49151.6887104846,24898153.0,
Austria,AUT,2000.0,13.12,46403.2776992589,8069276.0,
Austria,AUT,2005.0,12.79,49316.2647023136,8253656.0,
Austria,AUT,2010.0,12.2,51769.1455641151,8409945.0,
Austria,AUT,2015.0,12.07,52798.0994607541,8678667.0,Europe
Austria,AUT,2018.0,11.96,55297.6182880367,8891383.0,
Azerbaijan,AZE,2000.0,3.45,4063.47164104466,8122743.0,
Azerbaijan,AZE,2005.0,1.81,7222.03607503781,8538610.0,
Azerbaijan,AZE,2010.0,2.97,14312.7561158751,9032465.0,
Azerbaijan,AZE,2015.0,4.58,14853.9105525729,9622741.0,Asia
Azerbaijan,AZE,2018.0,4.41,14209.6494059309,9949537.0,
Bahamas,BHS,2000.0,5.58,40518.1795069369,298045.0,
Bahamas,BHS,2005.0,4.28,40353.9751920068,324848.0,
Bahamas,BHS,2010.0,4.12,36504.4070465871,354936.0,
Bahamas,BHS,2015.0,4.55,35400.6494660106,374200.0,North America
Bahamas,BHS,2018.0,4.78,37019.9950489508,385635.0,
Bahrain,BHR,2000.0,1.74,49406.2910308378,664610.0,
Bahrain,BHR,2005.0,1.76,47493.1483991775,889157.0,
Bahrain,BHR,2010.0,1.69,44599.804972084,1240864.0,
Bahrain,BHR,2015.0,1.3,48110.7341930587,1371853.0,Asia
Bahrain,BHR,2018.0,1.09,46200.445580954,1569440.0,
Bangladesh,BGD,2000.0,0.23,1937.72919211467,127657862.0,
Bangladesh,BGD,2005.0,0.16,2279.53127370224,139035505.0,
Bangladesh,BGD,2010.0,0.16,2883.46679391309,147575433.0,
Bangladesh,BGD,2015.0,0.021,3700.11082057504,156256287.0,Asia
Bangladesh,BGD,2018.0,0.019,4440.85547046826,161376713.0,
Barbados,BRB,2000.0,7.11,15124.4362400335,271511.0,
Barbados,BRB,2005.0,7.4,15752.3601314013,276320.0,
Barbados,BRB,2010.0,7.95,15596.6168113309,282131.0,
Barbados,BRB,2015.0,9.33,15382.7656890531,285327.0,North America
Barbados,BRB,2018.0,9.69,15674.9043195592,286640.0,
Belarus,BLR,2000.0,15.17,8053.17363808324,9871635.0,
Belarus,BLR,2005.0,15.3,11940.1865961058,9562083.0,
Belarus,BLR,2010.0,17.43,17288.4043493433,9420576.0,
Belarus,BLR,2015.0,12.0,18307.5196678406,9439424.0,Europe
Belarus,BLR,2018.0,11.45,18885.2354999668,9452615.0,
Belgium,BEL,2000.0,12.49,43023.30716339,10282046.0,
Belgium,BEL,2005.0,13.13,46341.2896407062,10546885.0,
Belgium,BEL,2010.0,11.4,47971.6303134944,10938735.0,
Belgium,BEL,2015.0,11.82,49455.4413365318,11287931.0,Europe
Belgium,BEL,2018.0,11.08,51110.9584679336,11482180.0,
Belize,BLZ,2000.0,5.55,6599.3393519209,247310.0,
Belize,BLZ,2005.0,7.16,7363.87063594467,283798.0,
Belize,BLZ,2010.0,7.08,7294.68414297853,322465.0,
Belize,BLZ,2015.0,6.74,7358.58229184617,360926.0,North America
Belize,BLZ,2018.0,6.22,7261.87028738671,383071.0,
Benin,BEN,2000.0,2.46,2478.21823775079,6865946.0,
Benin,BEN,2005.0,2.23,2581.64225152969,7982223.0,
Benin,BEN,2010.0,2.47,2704.7054840378,9199254.0,
Benin,BEN,2015.0,2.97,2945.97022066349,10575962.0,Africa
Benin,BEN,2018.0,2.81,3160.7806702321,11485035.0,
Bhutan,BTN,2000.0,2.77,4061.4990262661,591014.0,
Bhutan,BTN,2005.0,1.6,5456.70774972036,648744.0,
Bhutan,BTN,2010.0,0.92,8190.57622279014,685502.0,
Bhutan,BTN,2015.0,0.42,10086.0727954667,727885.0,Asia
Bhutan,BTN,2018.0,0.43,11348.4419521,754396.0,
Bolivia,BOL,2000.0,3.44,5415.52605950999,8418270.0,
Bolivia,BOL,2005.0,4.37,5749.5316491022,9232301.0,
Bolivia,BOL,2010.0,5.56,6612.80335711566,10048597.0,
Bolivia,BOL,2015.0,4.64,7984.41198272424,10869732.0,South America
Bolivia,BOL,2018.0,4.43,8655.53149780443,11353140.0,
Bosnia and Herzegovina,BIH,2000.0,6.37,7114.5527648191,3751176.0,
Bosnia and Herzegovina,BIH,2005.0,7.2,9350.94404211336,3765332.0,
Bosnia and Herzegovina,BIH,2010.0,7.32,10938.2850480476,3705478.0,
Bosnia and Herzegovina,BIH,2015.0,6.92,12630.6623426277,3429362.0,Europe
Bosnia and Herzegovina,BIH,2018.0,7.15,14386.7318547663,3323929.0,
Botswana,BWA,2000.0,9.05,11439.908400073,1643333.0,
Botswana,BWA,2005.0,9.61,12484.2304348309,1799077.0,
Botswana,BWA,2010.0,8.62,14126.382270078,1987106.0,
Botswana,BWA,2015.0,6.86,16714.3978216526,2120716.0,Africa
Botswana,BWA,2018.0,6.59,17634.6561910867,2254067.0,
Brazil,BRA,2000.0,8.78,11600.9484568395,174790339.0,
Brazil,BRA,2005.0,8.32,12565.9413936417,186127108.0,
Brazil,BRA,2010.0,8.49,14873.2083173363,195713637.0,
Brazil,BRA,2015.0,7.86,15064.1760689478,204471759.0,South America
Brazil,BRA,2018.0,7.42,14668.2561636292,209469320.0,
Brunei,BRN,2000.0,0.23,69022.8801555068,333166.0,
Brunei,BRN,2005.0,0.21,69787.8222042953,365112.0,
Brunei,BRN,2010.0,0.51,67753.4217667143,388634.0,
Brunei,BRN,2015.0,0.46,63147.4834900843,414914.0,Asia
Brunei,BRN,2018.0,0.48,60389.1846472589,428960.0,
Bulgaria,BGR,2000.0,11.8,10201.2781187994,7997951.0,
Bulgaria,BGR,2005.0,11.42,14356.019677453,7686964.0,
Bulgaria,BGR,2010.0,11.32,17440.671883099,7425011.0,
Bulgaria,BGR,2015.0,12.34,19620.1539761978,7199739.0,Europe
Bulgaria,BGR,2018.0,12.65,22208.4522754771,7051610.0,
Burkina Faso,BFA,2000.0,8.4,1296.74796014307,11607951.0,
Burkina Faso,BFA,2005.0,9.19,1527.02215854176,13421935.0,
Burkina Faso,BFA,2010.0,8.58,1716.35832279765,15605211.0,
Burkina Faso,BFA,2015.0,11.83,1925.33207544524,18110616.0,Africa
Burkina Faso,BFA,2018.0,12.03,2120.33026783506,19751466.0,
Burundi,BDI,2000.0,9.82,828.000459963366,6378871.0,
Burundi,BDI,2005.0,8.44,798.704826964119,7364857.0,
Burundi,BDI,2010.0,7.66,846.169136789899,8675606.0,
Burundi,BDI,2015.0,7.03,825.20566069269,10160034.0,Africa
Burundi,BDI,2018.0,7.19,761.524125241416,11175379.0,
Cambodia,KHM,2000.0,1.87,1481.65682787052,12155241.0,
Cambodia,KHM,2005.0,2.69,2120.55171733923,13273355.0,
Cambodia,KHM,2010.0,4.91,2716.69973756029,14312205.0,
Cambodia,KHM,2015.0,6.37,3546.33938731031,15521435.0,Asia
Cambodia,KHM,2018.0,6.64,4159.33819437034,16249795.0,
Cameroon,CMR,2000.0,6.69,2750.51116534277,15513944.0,
Cameroon,CMR,2005.0,7.62,2982.02508108574,17733408.0,
Cameroon,CMR,2010.0,8.43,3086.2214744681,20341236.0,
Cameroon,CMR,2015.0,6.17,3458.69271277942,23298376.0,Africa
Cameroon,CMR,2018.0,5.65,3603.54827506808,25216261.0,
Canada,CAN,2010.0,10.1,44861.5239641879,34147566.0,
Canada,CAN,2015.0,8.88,47522.1406673151,36026668.0,North America
Canada,CAN,2018.0,8.94,48796.8137814007,37074558.0,
Cape Verde,CPV,2000.0,6.03,4065.47941350903,428178.0,
Cape Verde,CPV,2005.0,6.95,4964.79745990214,463034.0,
Cape Verde,CPV,2010.0,7.51,6200.3435365952,492644.0,
Cape Verde,CPV,2015.0,5.95,6266.88177858088,524740.0,Africa
Cape Verde,CPV,2018.0,5.6,6864.1852980816,543764.0,
Caribbean Small States,,2000.0,5.86224032058211,12775.5642137845,,
Caribbean Small States,,2005.0,5.75434989567961,14913.2045039114,,
Caribbean Small States,,2010.0,5.66081197052581,15864.3360894109,,
Caribbean Small States,,2015.0,5.85744802289462,16104.367027522,,
Caribbean Small States,,2018.0,5.79451265738271,15967.5733213725,,
Central African Republic,CAF,2000.0,3.68,1040.10383462572,3640421.0,
Central African Republic,CAF,2005.0,3.62,1026.91390767575,4038380.0,
Central African Republic,CAF,2010.0,3.98,1201.35219681679,4386765.0,
Central African Republic,CAF,2015.0,2.43,852.749236638592,4493171.0,Africa
Central African Republic,CAF,2018.0,2.38,933.10995060419,4666375.0,
Central Europe and the Baltics,,2000.0,12.6265003631479,16165.1094953999,,
Central Europe and the Baltics,,2005.0,12.8572741033308,20447.0790848049,,
Central Europe and the Baltics,,2010.0,12.2660122242158,24043.4438253133,,
Central Europe and the Baltics,,2015.0,11.992929261355,27440.9483279594,,
Central Europe and the Baltics,,2018.0,11.9320795816418,31289.68061987,,
Chad,TCD,2000.0,4.34,897.34703736949,8355654.0,
Chad,TCD,2005.0,4.62,1618.13661604613,10096630.0,
Chad,TCD,2010.0,6.58,1732.69158409284,11952134.0,
Chad,TCD,2015.0,1.45,1857.10786365964,14110971.0,Africa
Chad,TCD,2018.0,1.37,1576.32111465904,15477727.0,
Chile,CHL,2000.0,7.74,15638.0009435542,15342350.0,
Chile,CHL,2005.0,8.93,18634.626435638,16182713.0,
Chile,CHL,2010.0,9.31,21262.4669863019,17062531.0,
Chile,CHL,2015.0,9.26,24440.4152640857,17969356.0,South America
Chile,CHL,2018.0,9.07,25028.9099914542,18729166.0,
China,CHN,2000.0,3.81,3451.67923092858,1290550767.0,
China,CHN,2005.0,4.02,5334.6466393818,1330776380.0,
China,CHN,2010.0,7.07,8884.58803122605,1368810604.0,
China,CHN,2015.0,7.15,12691.8215526921,1406847868.0,Asia
China,CHN,2018.0,7.05,15242.9858575834,1427647789.0,
Colombia,COL,2000.0,5.58,9042.66279139813,39629965.0,
Colombia,COL,2005.0,5.41,10049.1261807666,42647731.0,
Colombia,COL,2010.0,5.04,11783.2999142858,45222699.0,
Colombia,COL,2015.0,5.78,14095.748356648,47520667.0,South America
Colombia,COL,2018.0,5.74,14314.8555765268,49661056.0,
Comoros,COM,2000.0,0.19,2833.59101577331,542358.0,
Comoros,COM,2005.0,0.44,2815.70212052365,611625.0,
Comoros,COM,2010.0,0.25,2878.26971036373,689696.0,
Comoros,COM,2015.0,0.88,2959.49809656739,777435.0,Africa
Comoros,COM,2018.0,0.69,3066.83784677933,832322.0,
Congo,COG,2000.0,3.45,4402.90145480416,3127420.0,
Congo,COG,2005.0,3.75,4638.19394755187,3622775.0,
Congo,COG,2010.0,6.17,5172.76090245052,4273738.0,
Congo,COG,2015.0,7.9,5227.93427667066,4856093.0,Africa
Congo,COG,2018.0,9.27,3933.425550952,5244363.0,
Costa Rica,CRI,2000.0,5.55,12624.0705682992,3962369.0,
Costa Rica,CRI,2005.0,5.42,14149.5192435305,4285504.0,
Costa Rica,CRI,2010.0,4.8,16830.4361782214,4577371.0,
Costa Rica,CRI,2015.0,4.76,19141.6830724515,4847805.0,North America
Costa Rica,CRI,2018.0,4.87,20559.8604252658,4999443.0,
Cote d'Ivoire,CIV,2000.0,7.25,4093.87478193688,16454660.0,
Cote d'Ivoire,CIV,2005.0,3.3,3670.1809218819,18354513.0,
Cote d'Ivoire,CIV,2010.0,2.53,3660.90384745152,20532944.0,
Cote d'Ivoire,CIV,2015.0,2.61,4417.15021465621,23226148.0,Africa
Cote d'Ivoire,CIV,2018.0,2.71,5033.47882607719,25069226.0,
Croatia,HRV,2000.0,12.45,18183.5881144119,4428075.0,
Croatia,HRV,2005.0,10.31,23538.7544252511,4378066.0,
Croatia,HRV,2010.0,10.08,24280.6026929712,4328163.0,
Croatia,HRV,2015.0,9.07,24562.453617545,4232874.0,Europe
Croatia,HRV,2018.0,9.23,27799.8433225132,4156407.0,
Cyprus,CYP,2000.0,10.86,33013.9825138552,943288.0,
Cyprus,CYP,2005.0,12.43,37803.5755253568,1027656.0,
Cyprus,CYP,2010.0,11.35,38379.0903965443,1112617.0,
Cyprus,CYP,2015.0,10.76,34472.2985065115,1160987.0,Europe
Cyprus,CYP,2018.0,10.81,39559.4879646749,1189262.0,
Czechia,CZE,2000.0,15.0,24976.5063182959,10289374.0,
Czechia,CZE,2005.0,14.76,30384.4466487841,10258165.0,
Czechia,CZE,2010.0,14.06,33483.137594809,10536514.0,
Czechia,CZE,2015.0,14.25,36168.4185553861,10601390.0,Europe
Czechia,CZE,2018.0,14.45,39932.992193117,10665679.0,
Democratic Republic of Congo,COD,2000.0,0.95,751.557756784938,47105830.0,
Democratic Republic of Congo,COD,2005.0,0.86,778.96804364136,54785894.0,
Democratic Republic of Congo,COD,2010.0,1.75,865.684040221023,64563853.0,
Democratic Republic of Congo,COD,2015.0,2.05,1065.24257721582,76244532.0,Africa
Democratic Republic of Congo,COD,2018.0,2.0,1085.89368770943,84068092.0,
Denmark,DNK,2000.0,12.67,48907.0114021027,5341192.0,
Denmark,DNK,2005.0,12.29,51483.273786293,5421701.0,
Denmark,DNK,2010.0,11.0,50825.4122929358,5554849.0,
Denmark,DNK,2015.0,10.36,52892.6460290247,5688695.0,Europe
Denmark,DNK,2018.0,10.26,56281.2888680368,5752131.0,
Djibouti,DJI,2015.0,0.49,4488.80265798112,913998.0,Africa
Djibouti,DJI,2018.0,0.43,5214.07218666426,958923.0,
Dominica,DMA,2000.0,8.38,9611.53337036947,69650.0,
Dominica,DMA,2005.0,8.72,10160.994408622,70580.0,
Dominica,DMA,2010.0,9.65,12003.7660822063,70877.0,
Dominica,DMA,2015.0,11.32,11873.7418376836,71175.0,North America
Dominica,DMA,2018.0,11.18,11537.0190725758,71626.0,
Dominican Republic,DOM,2000.0,7.19,9322.13919573249,8471317.0,
Dominican Republic,DOM,2005.0,6.15,10291.303222851,9097262.0,
Dominican Republic,DOM,2010.0,6.11,12782.4571724153,9695117.0,
Dominican Republic,DOM,2015.0,6.61,15328.3595089817,10281675.0,North America
Dominican Republic,DOM,2018.0,6.68,17711.7955337583,10627147.0,
Early-demographic dividend,,2000.0,2.51108606214714,5429.5394093302,,
Early-demographic dividend,,2005.0,2.52030538700454,6185.95703619467,,
Early-demographic dividend,,2010.0,3.45333507830292,7238.00693009766,,
Early-demographic dividend,,2015.0,3.90981086836428,8518.31158773067,,
Early-demographic dividend,,2018.0,3.89243616335572,9412.41073598527,,
East Asia & Pacific,,2000.0,4.09275505230215,7267.75319966458,,
East Asia & Pacific,,2005.0,4.18595030276972,9071.04177714323,,
East Asia & Pacific,,2010.0,6.26272649422025,11892.6920664612,,
East Asia & Pacific,,2015.0,6.472068347718,14971.1892835517,,
East Asia & Pacific,,2018.0,6.43073018939207,17056.6266498803,,
East Asia & Pacific (IDA & IBRD),,2000.0,3.42708953556614,4046.57225680263,,
East Asia & Pacific (IDA & IBRD),,2005.0,3.62756895152009,5716.92935041308,,
East Asia & Pacific (IDA & IBRD),,2010.0,6.05349161602864,8617.36282977423,,
East Asia & Pacific (IDA & IBRD),,2015.0,6.26217364405682,11747.6299566243,,
East Asia & Pacific (IDA & IBRD),,2018.0,6.22437469270483,13870.4805770203,,
East Asia & Pacific (excluding high income),,2000.0,3.4282779927544,4002.94264520882,,
East Asia & Pacific (excluding high income),,2005.0,3.62821832929903,5655.39465944882,,
East Asia & Pacific (excluding high income),,2010.0,6.02546296351373,8525.81813210624,,
East Asia & Pacific (excluding high income),,2015.0,6.23202231175478,11624.3875596259,,
East Asia & Pacific (excluding high income),,2018.0,6.1945057245146,13726.161241617,,
Ecuador,ECU,2000.0,5.96,8176.34444775576,12681123.0,
Ecuador,ECU,2005.0,5.81,9503.69468951352,13825839.0,
Ecuador,ECU,2010.0,6.16,10340.9702972165,15011114.0,
Ecuador,ECU,2015.0,4.98,11896.3751614302,16212022.0,South America
Ecuador,ECU,2018.0,4.2,11561.747853143,17084359.0,
Egypt,EGY,2000.0,0.25,7744.71523809311,68831561.0,
Egypt,EGY,2005.0,0.29,8397.03244402289,75523576.0,
Egypt,EGY,2010.0,0.36,10340.0732290684,82761244.0,
Egypt,EGY,2015.0,0.4,10570.4452319757,92442549.0,Africa
Egypt,EGY,2018.0,0.36,11366.3355206681,98423602.0,
El Salvador,SLV,2000.0,3.86,6548.6313703709,5887930.0,
El Salvador,SLV,2005.0,3.8,6870.62983910769,6052124.0,
El Salvador,SLV,2010.0,3.31,7328.71990965521,6183877.0,
El Salvador,SLV,2015.0,3.59,8143.22444194766,6325121.0,North America
El Salvador,SLV,2018.0,3.89,8614.01795915499,6420740.0,
Equatorial Guinea,GNQ,2000.0,7.45,11176.5189594963,606180.0,
Equatorial Guinea,GNQ,2005.0,8.91,32390.2074360136,749527.0,
Equatorial Guinea,GNQ,2010.0,9.2,34732.2191497036,943640.0,
Equatorial Guinea,GNQ,2015.0,9.08,28313.4331590396,1168575.0,Africa
Equatorial Guinea,GNQ,2018.0,7.23,20386.0138677131,1308966.0,
Estonia,EST,2000.0,9.57,17778.9655754809,1399111.0,
Estonia,EST,2005.0,15.65,26093.1591109829,1355650.0,
Estonia,EST,2010.0,12.39,26133.3818108942,1332103.0,
Estonia,EST,2015.0,12.39,31146.7545222679,1315330.0,Europe
Estonia,EST,2018.0,9.23,35208.0239637019,1322913.0,
Eswatini,SWZ,2000.0,7.46,5579.13655947274,1005432.0,
Eswatini,SWZ,2005.0,6.71,6551.01015339516,1030575.0,
Eswatini,SWZ,2010.0,6.82,7459.22797562412,1064841.0,
Eswatini,SWZ,2015.0,9.84,8304.65845837116,1104038.0,Africa
Eswatini,SWZ,2018.0,10.04,8520.59238619335,1136274.0,
Ethiopia,ETH,2000.0,1.76,727.766684744805,66224808.0,
Ethiopia,ETH,2005.0,2.05,862.35534188426,76346310.0,
Ethiopia,ETH,2010.0,2.5,1259.02258051063,87639962.0,
Ethiopia,ETH,2015.0,2.19,1779.0841114169,100835453.0,Africa
Ethiopia,ETH,2018.0,2.36,2103.51585836696,109224410.0,
Euro area,,2000.0,12.7171551590253,39554.4844107833,,
Euro area,,2005.0,12.2684810267613,41785.7842132743,,
Euro area,,2010.0,10.9915886003929,42620.9886476247,,
Euro area,,2015.0,11.3256923377699,43835.8523122617,,
Euro area,,2018.0,11.4025125308001,46349.2151719793,,
Europe & Central Asia,,2000.0,12.0724273815822,25379.4686218755,,
Europe & Central Asia,,2005.0,12.068748917394,28841.1942310281,,
Europe & Central Asia,,2010.0,11.038330590892,30736.286964545,,
Europe & Central Asia,,2015.0,10.0870948530615,32681.3551533745,,
Europe & Central Asia,,2018.0,9.764031940807,34684.5027912792,,
Europe & Central Asia (IDA & IBRD),,2000.0,11.2756518449253,11741.9145917627,,
Europe & Central Asia (IDA & IBRD),,2005.0,11.6212832244213,15567.0483744272,,
Europe & Central Asia (IDA & IBRD),,2010.0,10.874046301927,18476.0738804624,,
Europe & Central Asia (IDA & IBRD),,2015.0,8.80951672986014,20875.9042185113,,
Europe & Central Asia (IDA & IBRD),,2018.0,8.05319789127819,22555.6672495318,,
Europe & Central Asia (excluding high income),,2000.0,11.4815536080217,11227.2161494109,,
Europe & Central Asia (excluding high income),,2005.0,11.7437753084983,15151.1990965075,,
Europe & Central Asia (excluding high income),,2010.0,10.8490884718095,17885.915870799,,
Europe & Central Asia (excluding high income),,2015.0,8.52554792507051,20197.0479835965,,
Europe & Central Asia (excluding high income),,2018.0,7.6807296123609,21673.7268117006,,
European Union,,2000.0,12.6393686811969,34573.7967201583,,
European Union,,2005.0,12.3027987116357,37422.0881671627,,
European Union,,2010.0,11.2106356241059,38976.7390705914,,
European Union,,2015.0,11.3770912930769,40730.9865557774,,
European Union,,2018.0,11.4447155072379,43555.4867098389,,
Fiji,FJI,2000.0,3.24,9575.8788393934,811011.0,
Fiji,FJI,2005.0,2.78,10656.1632257559,821606.0,
Fiji,FJI,2010.0,3.0,10547.9303978854,859816.0,
Fiji,FJI,2015.0,3.33,12569.1431129142,868632.0,Oceania
Fiji,FJI,2018.0,3.32,13846.1588353285,883490.0,
Finland,FIN,2000.0,11.69,39894.1944569685,5187953.0,
Finland,FIN,2005.0,13.11,44786.9096643071,5258933.0,
Finland,FIN,2010.0,12.59,45874.6613021399,5365784.0,
Finland,FIN,2015.0,11.18,45072.5902146238,5481128.0,Europe
Finland,FIN,2018.0,10.78,48130.2923921114,5522585.0,
France,FRA,2000.0,14.08,39732.2824515749,59015092.0,
France,FRA,2005.0,13.09,41643.9888864457,61120128.0,
France,FRA,2010.0,12.4,42147.6716766942,62879535.0,
France,FRA,2015.0,12.64,43345.7864281559,64453194.0,Europe
France,FRA,2018.0,12.33,45251.9054105957,64990512.0,
Gabon,GAB,2000.0,10.59,16567.2456051163,1228359.0,
Gabon,GAB,2005.0,9.36,15761.1484780064,1390550.0,
Gabon,GAB,2010.0,9.89,14415.4459113912,1624146.0,
Gabon,GAB,2015.0,9.57,15510.0389513624,1947690.0,Africa
Gabon,GAB,2018.0,8.74,14744.4343267491,2119275.0,
Gambia,GMB,2000.0,4.14,2270.48649520816,1317708.0,
Gambia,GMB,2005.0,4.27,2216.18606202049,1543745.0,
Gambia,GMB,2010.0,3.81,2346.72047883159,1793199.0,
Gambia,GMB,2015.0,3.67,2058.65814621739,2085860.0,Africa
Gambia,GMB,2018.0,3.55,2158.07755816639,2280092.0,
Georgia,GEO,2000.0,4.41,4919.23187995616,4362184.0,
Georgia,GEO,2005.0,6.39,7315.19848048057,4210158.0,
Georgia,GEO,2010.0,9.67,9736.73209374292,4099095.0,
Georgia,GEO,2015.0,9.61,12605.1400698178,4024180.0,Asia
Georgia,GEO,2018.0,8.25,14253.4089858441,4002946.0,
Germany,DEU,2000.0,14.16,42864.9328892862,81400883.0,
Germany,DEU,2005.0,13.28,43884.5352789987,81602739.0,
Germany,DEU,2010.0,12.64,46929.9934093156,80827001.0,
Germany,DEU,2015.0,13.06,51083.9216615196,81787411.0,Europe
Germany,DEU,2018.0,12.91,53463.4014817389,83124413.0,
Ghana,GHA,2000.0,5.3,2734.80676341488,19278850.0,
Ghana,GHA,2005.0,3.77,3090.18743847289,21814648.0,
Ghana,GHA,2010.0,4.26,3729.47590321705,24779614.0,
Ghana,GHA,2015.0,3.12,4662.30319092518,27849203.0,Africa
Ghana,GHA,2018.0,2.75,5177.88398862782,29767108.0,
Greece,GRC,2000.0,10.18,29186.324547399,11082103.0,
Greece,GRC,2005.0,10.73,34732.6440722251,11224800.0,
Greece,GRC,2010.0,9.67,33753.6177475922,10887640.0,
Greece,GRC,2015.0,10.49,28248.1259561464,10659737.0,Europe
Greece,GRC,2018.0,10.18,29150.6944922443,10522244.0,
Grenada,GRD,2000.0,9.8,11613.4153892276,102837.0,
Grenada,GRD,2005.0,8.76,14246.9927237107,104658.0,
Grenada,GRD,2010.0,8.31,13412.7933652353,106227.0,
Grenada,GRD,2015.0,9.07,15142.06257045,109603.0,North America
Grenada,GRD,2018.0,9.48,16801.9552384337,111449.0,
Guatemala,GTM,2000.0,4.4,6499.88328602091,11650744.0,
Guatemala,GTM,2005.0,4.29,6753.68253599957,13096028.0,
Guatemala,GTM,2010.0,3.51,7335.98897429945,14630420.0,
Guatemala,GTM,2015.0,2.55,8125.65553391647,16252425.0,North America
Guatemala,GTM,2018.0,2.45,8462.17210684372,17247855.0,
Guinea,GIN,2000.0,0.67,1704.9563781541,8240735.0,
Guinea,GIN,2005.0,0.77,1794.38316206248,9109585.0,
Guinea,GIN,2010.0,0.7,1870.80005065288,10192168.0,
Guinea,GIN,2015.0,1.07,2087.93502637033,11432096.0,Africa
Guinea,GIN,2018.0,1.11,2499.70726640711,12414292.0,
Guinea-Bissau,GNB,2000.0,4.15,1722.75748109366,1201305.0,
Guinea-Bissau,GNB,2005.0,5.31,1677.70868916866,1344931.0,
Guinea-Bissau,GNB,2010.0,4.47,1747.23748547332,1522603.0,
Guinea-Bissau,GNB,2015.0,5.05,1800.06338150248,1737207.0,Africa
Guinea-Bissau,GNB,2018.0,5.38,1901.93173857674,1874304.0,
Guyana,GUY,2000.0,8.98,7776.30855726493,746718.0,
Guyana,GUY,2005.0,7.98,7965.37804381727,746156.0,
Guyana,GUY,2010.0,6.78,9789.01670024955,749430.0,
Guyana,GUY,2015.0,7.35,11261.8137066367,767433.0,South America
Guyana,GUY,2018.0,6.89,12477.5767111562,779007.0,
